"Curvature","Variability","xMid","sigma","alphahat","betahat","thetahat","replicate","statistic"
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,26,84.0650726753913
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,27,86.9096741216777
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,28,73.0469559920577
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,29,156.346128361773
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,30,90.656236903269
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,31,63.9621936095832
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,32,69.7457951327372
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,33,116.87541509549
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,34,88.9927419839408
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,35,97.086132202262
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,36,125.285624629044
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,37,93.0745474975867
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,38,103.222176108025
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,39,86.1994972112203
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,40,97.043294325469
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,41,73.0932438656971
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,42,97.5074770464194
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,43,98.9264293410657
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,44,76.2054457366273
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,45,88.3525310401731
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,46,99.8669196932467
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,47,83.9354563802497
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,48,96.3708018071937
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,49,83.8594513568917
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,50,115.407685520308
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,51,97.6202404148568
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,52,101.71161062887
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,53,94.9192238263011
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,54,91.1177907576817
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,55,128.73716296891
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,56,87.4665923877865
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,57,64.2116267049617
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,58,83.7861997200925
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,59,73.3014481884942
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,60,82.4881690267329
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,61,107.262961831026
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,62,64.7378949433449
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,63,107.508189748251
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,64,124.799848622572
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,65,67.6857740246554
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,66,79.9206342239161
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,67,101.648513225753
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,68,81.7515367709487
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,69,74.2525332309114
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,70,93.1632610354055
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,71,79.7322016625164
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,72,96.1953550837175
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,73,75.0319929283373
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,74,98.5661272859102
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,75,98.1760890419869
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,76,98.2655658900367
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,77,117.213179459681
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,78,90.1413294893124
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,79,73.8226501018675
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,80,86.6230017185432
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,81,84.5267667154275
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,82,115.391485199274
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,83,129.302489560686
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,84,85.1222258263984
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,85,100.136529907768
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,86,76.8163485325358
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,87,107.344514947915
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,88,90.4450310626372
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,89,79.6263072620167
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,90,100.765445595012
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,91,95.0462538898247
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,92,112.426944798064
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,93,121.798876502099
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,94,65.9717632902751
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,95,151.134403081839
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,96,104.818700307544
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,97,70.989534397356
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,98,119.891558892056
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,99,78.2836215350262
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,100,115.019992506261
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,101,87.1860334645525
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,102,76.4329103045023
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,103,90.427256607113
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,104,111.626179806702
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,105,75.0225572605858
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,106,116.756508672174
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,107,94.0998373173665
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,108,98.4263192322344
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,109,126.765872800855
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,110,81.0860495381202
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,111,92.0645713748864
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,112,94.3244283024878
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,113,85.9523395468741
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,114,93.95659592843
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,115,76.7966929794464
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,116,95.9081855172153
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,117,100.227170261025
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,118,128.469636035862
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,119,124.641594887164
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,120,75.8769131817043
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,121,115.665538118984
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,122,78.6172358563231
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,123,72.884492599561
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,124,116.014432296298
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,125,86.456015073052
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,126,70.602140163238
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,127,89.4251192218787
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,128,80.9923670435041
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,129,70.3997893540633
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,130,101.804244870667
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,131,112.113047839923
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,132,101.844819015406
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,133,79.1926844847589
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,134,92.3536611634494
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,135,80.1893513336657
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,136,74.6232897426722
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,137,110.756890778504
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,138,98.4770509902073
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,139,76.74553046601
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,140,87.2569014561086
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,141,130.09071420817
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,142,88.0622401989908
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,143,86.5001524113689
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,144,105.871915688863
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,145,97.8831646075135
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,146,97.1342215545757
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,147,83.626151696079
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,148,99.6124445431926
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,149,109.634395855637
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,150,90.9490274768944
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,151,83.6727159332237
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,152,96.1409356186559
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,153,77.9551798826986
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,154,91.7982386313769
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,155,93.0906446943081
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,156,92.0491855278298
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,157,115.113836222622
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,158,63.736515569126
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,159,75.4674012450199
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,160,92.5533850100068
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,161,92.3482387149175
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,162,83.2563820988067
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,163,116.99001111943
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,164,77.1676782221187
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,165,94.2546228960129
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,166,108.87937795629
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,167,88.4789461712511
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,168,97.8768595823834
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,169,113.068183076739
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,170,87.3129415612854
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,171,116.031125078406
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,172,115.386201632763
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,173,67.5372378261106
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,174,79.9683885129189
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,175,88.9389397300951
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,176,111.403301696531
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,177,108.760764147456
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,178,113.897303547572
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,179,117.613587450721
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,180,110.357093551033
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,181,137.994768237316
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,182,101.203940772305
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,183,134.344082107182
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,184,73.8992263482588
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,185,129.432848403158
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,186,74.0456501056693
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,187,77.001509965575
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,188,98.4636487777815
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,189,110.915584457617
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,190,112.886020361779
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,191,100.211656358537
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,192,102.832950440271
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,193,117.330143634023
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,194,86.997024254101
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,195,87.1177882947805
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,196,88.4081222959214
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,197,90.4913794432301
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,198,104.342619338551
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,199,100.194997826492
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,200,97.7850720879158
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,201,89.1971237903935
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,202,98.9510867524694
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,203,100.084349008259
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,204,79.4899692931248
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,205,88.5136283686508
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,206,76.2007910912605
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,207,108.755341235454
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,208,125.496615051835
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,209,92.314368805555
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,210,90.741856392539
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,211,93.5857118790216
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,212,104.625628572018
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,213,81.8987870306517
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,214,97.325186801667
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,215,90.1866936377763
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,216,99.2186425496367
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,217,105.44525555167
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,218,86.3069847855893
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,219,98.7999227007704
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,220,105.54469471289
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,221,65.4059367964541
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,222,86.9668984004208
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,223,78.6859021664097
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,224,69.9492909252429
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,225,94.4184212841695
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,226,96.5107583210049
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,227,91.6839971125414
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,228,70.7812844114693
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,229,106.007856695132
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,230,92.2945912964062
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,231,102.481322334074
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,232,75.9337007142502
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,233,96.3571525544732
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,234,100.316723227885
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,235,128.886748917409
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,236,83.9889877841719
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,237,91.1548795156015
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,238,116.585825662728
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,239,112.012964712471
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,240,101.974083300657
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,241,64.870949380862
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,242,105.146199208311
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,243,75.168812465768
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,244,163.415474319826
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,245,83.586024823062
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,246,87.9437005158158
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,247,80.565642880493
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,248,74.3132069770884
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,249,95.8731165928062
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,250,59.7214648052428
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,251,82.1278126550215
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,252,106.886078737751
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,253,99.258012608733
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,254,77.8635415184525
